Rank,Brand,Product Category,Points,,
429,Mercury,Telecoms & Utilities,6.0,,
429,The Warehouse,Retail,6.0,,
429,Lifeline,"Non-profit, public sector & education",6.0,,
429,Sin Parar,Food,6.0,,
429,Danlac,Soft Drinks,6.0,,
429,Eternit,Business & Industrial,6.0,,
429,Chocolate Sublime,Food,6.0,,
429,Tinka,Leisure & Entertainment,6.0,,
429,Maestro,Retail,6.0,,
429,Laive,Food,6.0,,
429,Casa Europa,Food,6.0,,
429,Asociația Inima Copiilor,"Non-profit, public sector & education",6.0,,
429,Maccabi K,Pharma & Healthcare,6.0,,
429,Strauss Ice Cream,Food,6.0,,
429,Tnuva,Food,6.0,,
429,etzhazait,Food,6.0,,
429,Yellow,Retail,6.0,,
429,Lily,Toiletries & Cosmetics,6.0,,
429,Max,Financial Services,6.0,,
429,Ninja,Retail,6.0,,
429,Wissotzky Tea,Soft Drinks,6.0,,
429,Teperberg,Alcoholic Drinks,6.0,,
429,Shanti House,"Non-profit, public sector & education",6.0,,
429,Ace,Household & Domestic,6.0,,
429,Galletas Dino,Food,6.0,,
