Rank,Brand,Product Category,Points,,
543,Kafa,"Non-profit, public sector & education",9.4,,
552,Dabur,Pharma & Healthcare,9.3,,
552,VisitBritain,Transport & Tourism,9.3,,
552,Tang,Soft Drinks,9.3,,
552,Silid Aralan,"Non-profit, public sector & education",9.3,,
552,Shanghai Johnson & Johnson Pharmaceuticals,Toiletries & Cosmetics,9.3,,
557,Estrella Damm,Alcoholic Drinks,9.2,,
557,Islas Canarias,Transport & Tourism,9.2,,
559,Eureka Forbes,Retail,9.0,,
559,Watsons,Retail,9.0,,
561,Lipton,Soft Drinks,8.9,,
562,Pomorola,Food,8.8,,
562,Grupo Modelo,Alcoholic Drinks,8.8,,
562,Cervecería Backus,Alcoholic Drinks,8.8,,
562,Molinos Rio de la Plata S.A,Food,8.8,,
562,United Nations Organisation,"Non-profit, public sector & education",8.8,,
562,Arti S.A.,Retail,8.8,,
568,Universal Pictures,Leisure & Entertainment,8.7,,
568,Blackmores,Pharma & Healthcare,8.7,,
570,Wella,Toiletries & Cosmetics,8.6,,
571,GROUPE BEL,Food,8.5,,
571,SOCIETE GENERALE,Financial Services,8.5,,
571,EQUIDIA,Media & Publishing,8.5,,
571,L'AGENCE NATIONALE DES FREQUENCES,Media & Publishing,8.5,,
571,Sante Publique Franc,"Non-profit, public sector & education",8.5,,
576,Shell,Business & Industrial,8.4,,
576,Monarch Airlines,Transport & Tourism,8.4,,
576,Royal London,Financial Services,8.4,,
576,Capital One,Financial Services,8.4,,
576,Atlas Copco Underground Rock Excavation division,Business & Industrial,8.4,,
